lang,libro,capitulo,versiculo,texto
ncx,%c3%89xodo,4,9,"Pero tla amo kinneltokaj nonmej ome milagros uan amo kinekij mitskakiskej, tikkixtis atl ijtik aueyatl Nilo uan tiknokis ipan tlali uaki. Atl tlen tikkixtis ijtik aueyatl Nilo mochiuas estli ipan tlali”."
es,%c3%89xodo,4,9,"Si aun así no creen en estas dos señales y no quieren escucharte, entonces sacarás agua del río Nilo y la derramarás en suelo seco. El agua que saques del Nilo se convertirá en sangre sobre el suelo”."
ncx,%c3%89xodo,4,10,"Ijkuakon Moisés okilui Jehová: “Techtlapojpolui Jehová, pero ne nimotlakeual nochipa onikitak oui nitlajtos, desde yiuejkika ijkon nechpanoua uan noijki ijkuak opejki nouan timotlapouia. Amo okachi ueli nitlajtoua uan ijkuak nitlajtoua nimotsitsikojti”."
es,%c3%89xodo,4,10,"Entonces Moisés le dijo a Jehová: “Discúlpame, Jehová, pero yo nunca he tenido facilidad para hablar, ni en el pasado ni desde que empezaste a comunicarte conmigo, tu siervo. Mi habla es lenta y mi lengua es torpe”."
ncx,%c3%89xodo,4,11,Jehová okitlajtlani: “¿Akin okimakak tlakatl ikamak? ¿Akin uelis kichiuas ikaj amo matlajto noso amo matlakaki? ¿Akin uelis kichiuas ikaj matlachia noso amo matlachia? Ne Jehová ijkon nikchiua.
es,%c3%89xodo,4,11,"Jehová le preguntó: “¿Quién le dio la boca al hombre? ¿Quién puede hacer que alguien esté mudo o sordo? ¿Quién puede darle la vista o volverlo ciego? ¿No soy yo, Jehová?"
ncx,%c3%89xodo,4,12,"Ikinon axkan xio, ne mouan niyetos ijkuak titlajtos uan ne nimitsiluis tlen moneki tikijtos”."
es,%c3%89xodo,4,12,Así que ahora vete. Yo estaré contigo cuando hables y yo te enseñaré lo que debes decir”.
ncx,%c3%89xodo,4,13,"Pero ye okinankili: “Techtlapojpolui Jehová pero nimitstlatlaujtia okse xiktitlani, san akin te tiknekis”."
es,%c3%89xodo,4,13,"Pero él le respondió: “Discúlpame, Jehová, pero manda a otra persona, a quien tú quieras, por favor”."
ncx,%c3%89xodo,4,14,Ijkuakon Moisés sapanoua okikualani Jehová uan toTajtsin Dios okilui: “¿Amo tikpia se mokni tlen itoka Aarón uan levita? Nikmati ye kuali tlajtoua. Ompa uits mitsnamikiki uan ye yolpakis miak ijkuak mitsitas.
es,%c3%89xodo,4,14,"Entonces Jehová se enojó muchísimo con Moisés y le dijo: “¿No tienes a tu hermano Aarón el levita? Sé que él tiene facilidad para hablar. Ya viene hacia acá para encontrarse contigo, y él se alegrará mucho cuando te vea."
ncx,%c3%89xodo,4,15,Moneki tikiluis tlen kijtos. Ne namouan niyetos ijkuak nantlajtoskej uan namechiluis tlen moneki nankichiuaskej.
es,%c3%89xodo,4,15,Cuéntale lo que te he dicho y pon mis palabras en su boca. Yo estaré con ustedes cuando hablen y les enseñaré lo que deben hacer.
ncx,%c3%89xodo,4,16,Aarón mopatka kitlapouis altepetl uan kijtos tlen tikiluis. Te nopatka tiktlapouis Aarón.
es,%c3%89xodo,4,16,Él le hablará al pueblo por ti y será tu portavoz. Y tú serás como Dios para él.
ncx,%c3%89xodo,4,17,Noijki tikitskijtias nin tlakotl uan ika nin tlakotl tikinchiuas milagros”.
es,%c3%89xodo,4,17,"Además, llevarás esta vara en la mano y con ella realizarás las señales”."
ncx,%c3%89xodo,4,18,Moisés omokopki kanin okatka imonta uan okilui: “Nimitstlatlaujtia techkauili manio. Nikneki nimokopas Egipto uan nikitas kox ok yoltokej nokniuan”. Jetró okilui Moisés: “Xio uan amo ximotekipacho”.
es,%c3%89xodo,4,18,"Así que Moisés regresó adonde estaba su suegro Jetró y le dijo: “Permíteme que me vaya, por favor. Quiero volver a Egipto para ver si todavía viven mis hermanos”. Jetró le dijo a Moisés: “Vete en paz”."
ncx,%c3%89xodo,4,19,"Satepan Jehová okilui Moisés ompa Madián: “Ximokopa Egipto, porque yomikej nochtin tlakamej tlen okinekiayaj mitsmiktiskej”."
es,%c3%89xodo,4,19,"Después, Jehová le dijo a Moisés en Madián: “Ve, vuelve a Egipto, porque han muerto todos los hombres que querían matarte”."
ncx,%c3%89xodo,4,20,Moisés okitlejkolti isiua uan ikoneuan ipan se burro uan omokopkej Egipto. Noijki ye okikitskijtia itlako akin melauak toTajtsin Dios.
es,%c3%89xodo,4,20,"Por lo tanto, Moisés subió a su esposa y a sus hijos sobre un burro, e inició el viaje de regreso a la tierra de Egipto. También se llevó la vara del Dios verdadero en la mano."
ncx,%c3%89xodo,4,21,"Jehová okilui Moisés: “Ijkuak oksepa tiyetos Egipto, ixpan faraón xikinchiua milagros tlen ueli tikinchiua ika chikaualis tlen ne onimitsmakak. Ne niktekauilis mayoltlakuaua uan ye amo kitekauilis mauiaj israelitas."
es,%c3%89xodo,4,21,"Y Jehová le dijo a Moisés: “Cuando estés de nuevo en Egipto, asegúrate de realizar delante del faraón los milagros que puedes hacer con el poder que yo te he dado. Aun así, yo dejaré que su corazón se ponga terco, y él no permitirá que el pueblo se vaya."
ncx,%c3%89xodo,4,22,"Ijkin moneki tikiluis faraón: ‘Nin kijtoua Jehová: “Israel nokone, nokone tlen achto oneski."
es,%c3%89xodo,4,22,"Entonces debes decirle al faraón: ‘Esto es lo que Jehová dice: “Israel es mi hijo, mi primogénito."
ncx,%c3%89xodo,4,23,"Ikinon nimitsiluia: xikkauili mauia nokone para uelis nechueyichiuas. Pero tla amo tikkauilis mauia, nikmiktis mokone tlen achto oneski”’”."
es,%c3%89xodo,4,23,"Por eso te digo: deja salir de aquí a mi hijo para que pueda adorarme. Pero, si te niegas a dejarlo salir, voy a matar a tu hijo, tu primogénito”’”."
ncx,%c3%89xodo,4,24,"Ijkuak oyajtokaj kanin mokauaskiaj non youak, Jehová iuan omonamik uan okitemouaya ken kimiktis."
es,%c3%89xodo,4,24,"Ahora bien, cuando estaban de camino hacia el lugar donde iban a pasar la noche, Jehová se encontró con él y trató de darle muerte."
ncx,%c3%89xodo,4,25,Satepan Ziporá okonanki se tetl tlakuauak tlen otlatekiaya uan okikuaximili itlakayo ikone. Satepan okitlamochili ipan ikxiuan tlen ika okimilitoka itlakayo ikone uan okijto: “Nin estli kiteititia te tinonamik”.
es,%c3%89xodo,4,25,"Finalmente, Ziporá agarró una piedra de pedernal afilada y circuncidó a su hijo. Luego hizo que el prepucio tocara los pies de él y dijo: “Esto es porque eres novio de sangre para mí”."
ncx,%c3%89xodo,4,26,Ikinon toTajtsin Dios okikauili mauia. Ziporá okikuaximili itlakayo ikone ikinon okijto: “Nin estli kiteititia te tinonamik”.
es,%c3%89xodo,4,26,"Así que Dios lo dejó ir. En aquel momento, ella dijo “novio de sangre” debido a la circuncisión."
ncx,%c3%89xodo,4,27,"Ijkuakon Jehová okilui Aarón: “Xiknamikiti Moisés kanin tlauaki”. Aarón okinamikito Moisés, itech itepe akin melauak toTajtsin Dios uan ijkuak okitlajpalo Moisés okipipitso."
es,%c3%89xodo,4,27,"Entonces Jehová le dijo a Aarón: “Ve a encontrarte con Moisés en el desierto”. Por lo tanto, Aarón fue a encontrarse con él en la montaña del Dios verdadero y saludó a Moisés con un beso."
ncx,%c3%89xodo,4,28,ToTajtsin Dios okititlanki Moisés uan ye okilui Aarón nochi tlen Jehová okijto. Noijki okilui nochi milagros tlen okinauati makinchiua.
es,%c3%89xodo,4,28,"Y Moisés le contó a Aarón todo lo que le había dicho Jehová, quien lo había enviado. También le habló de todas las señales que le había ordenado realizar."
ncx,%c3%89xodo,4,29,"Satepan Moisés uan Aarón, omonechikotoj inuan nochtin akinmej otlayekanayaj Israel."
es,%c3%89xodo,4,29,"Después de eso, Moisés y Aarón fueron a reunirse con todos los ancianos de Israel."
ncx,%c3%89xodo,4,30,Aarón okinmilui nochi tlen Jehová okilui Moisés. Uan ixpan nochi altepetl okinchi milagros.
es,%c3%89xodo,4,30,"Aarón les contó todo lo que Jehová le había dicho a Moisés, y él realizó las señales ante los ojos del pueblo."
ncx,%c3%89xodo,4,31,"Ikinon altepetl okineltokili. Ijkuak israelitas okimatkej Jehová okinmitak uan okitak otlajyouijtokaj, omotlankuaketskej uan omoixtlapachojkej."
es,%c3%89xodo,4,31,"De modo que el pueblo le creyó. Cuando los israelitas supieron que Jehová se había fijado en ellos y había visto su sufrimiento, se inclinaron y se postraron."
ncx,%c3%89xodo,5,1,"Satepan Moisés uan Aarón oyajkej ixpan faraón uan okiluijkej: “Nin tlen okijto Jehová, iDios altepetl Israel: ‘Xikkauili noaltepe mauia para manechiluichiuiliti kanin tlauaki’”."
es,%c3%89xodo,5,1,"Después de esto, Moisés y Aarón se presentaron ante el faraón y le dijeron: “Esto es lo que ha dicho Jehová, el Dios de Israel: ‘Deja salir a mi pueblo para que celebren una fiesta en mi honor en el desierto’”."
ncx,%c3%89xodo,5,2,Pero faraón okijto: “¿Akin Jehová para maniktlakamati tlen kijtoua uan manikinkauili israelitas mayakan? Amo nikixmati Jehová uan amo nikinkauilis israelitas mauiaj”.
es,%c3%89xodo,5,2,Pero el faraón respondió: “¿Quién es ese Jehová para que yo tenga que obedecer su voz y deje salir a Israel? Ni conozco a Jehová ni voy a dejar salir a Israel”.
ncx,%c3%89xodo,5,3,"Ijkuakon okiluijkej: “InDios hebreos touan omotlapoui. Timitstlatlaujtiaj techkauili matiakan eyi tonal para tikinchichinilitiuij yolkamej toDios Jehová kanin tlauaki. Tla amo ijkon tikchiuaj, kichiuas matimokokokan noso kitekauilis matechmiktikan ika espada”."
es,%c3%89xodo,5,3,"Entonces le dijeron: “El Dios de los hebreos ha hablado con nosotros. Por favor, déjanos hacer un viaje de tres días al desierto para hacerle sacrificios a Jehová nuestro Dios. De lo contrario, nos castigará con una enfermedad o con la espada”."
ncx,%c3%89xodo,5,4,"Pero akin otlanauatiaya Egipto okinmilui: “Moisés uan Aarón, ¿tleka nankinekij israelitas makikauakan inteki? ¡Oksepa xitekipanotij!”."
es,%c3%89xodo,5,4,"Pero el rey de Egipto les contestó: “Moisés y Aarón, ¿por qué quieren que el pueblo abandone su trabajo? ¡Regresen a sus tareas!”."
ncx,%c3%89xodo,5,5,Faraón noijki okinmilui: “Xikitakan keski israelitas nikan katej. ¿Uan namejuan nankinekij makikauakan inteki?”.
es,%c3%89xodo,5,5,Y el faraón añadió: “Miren a cuántos de su pueblo tengo aquí. ¿Y ustedes quieren interrumpir su trabajo?”.
ncx,%c3%89xodo,5,6,Non tonal faraón okinnauati akinmej okinnauatiayaj tlakeualmej uan akinmej okinpaleuiayaj:
es,%c3%89xodo,5,6,"Ese mismo día, el faraón les dio esta orden a los capataces y sus ayudantes:"
ncx,%c3%89xodo,5,7,"“Ayakmo xikinmakakan israelitas itlajsol trigo para makinchiuakan adobes, yejuan makololotij."
es,%c3%89xodo,5,7,“No vuelvan a darle paja al pueblo para hacer ladrillos. Que vayan a recogerla ellos mismos.
ncx,%c3%89xodo,5,8,Moneki nankintlajtlaniliskej makinmajxitikan adobes ijkon ken achto. Amo xikinmiluikan ayakmo miak makinchiuakan. Yejuan tlatsijkej ikinon kijtojtinemij: ‘¡Tiknekij tiaskej! ¡Tiknekij tikinchichiniliskej yolkamej toDios!’.
es,%c3%89xodo,5,8,"Y deben exigirles la misma cantidad de ladrillos que antes. No les exijan menos. Son unos holgazanes, y por eso andan diciendo: ‘¡Queremos irnos! ¡Queremos hacerle sacrificios a nuestro Dios!’."
ncx,%c3%89xodo,5,9,"Okachi chikauak xikintekipanoltikan, ijkon amo majxiliskej kinkakiskej akinmej kinekij kinkajkayauaskej”."
es,%c3%89xodo,5,9,Pónganlos a trabajar más duro y manténganlos tan ocupados que no puedan escuchar mentiras”.
ncx,%c3%89xodo,5,10,"Ikinon akinmej okinnauatiayaj tlakeualmej uan akinmej okinpaleuiayaj, okinmiluitoj israelitas: “Ijkin okijto faraón: ‘Ayakmo namechmakas itlajsol trigo."
es,%c3%89xodo,5,10,Así que los capataces y sus ayudantes fueron a decirle al pueblo: “Esto es lo que ha dicho el faraón: ‘Ya no les voy a dar más paja.
ncx,%c3%89xodo,5,11,"Namejuan xikololotij, ompa xikitakan kanin nankajsiskej uan amo namechiluis ayakmo okachi xitekipanokan’”."
es,%c3%89xodo,5,11,"Vayan a recogerla ustedes mismos donde sea que la encuentren, y no les reduciré la cantidad de trabajo’”."
ncx,%c3%89xodo,5,12,"Ikinon israelitas oyajkej itech nochi tlali Egipto, okitemotoj tlajsoli tlen okikajtiayaj tlala para kipatkayotiskiaj itlajsol trigo."
es,%c3%89xodo,5,12,De modo que el pueblo salió a buscar rastrojo por toda la tierra de Egipto para usarlo como paja.
ncx,%c3%89xodo,5,13,"Akinmej okinnauatiayaj tlakeualmej san okinmiluijtokaj: “Nochtin namejuan sejse tonal moneki nankajxitiskej namoteki, ijkon ken ijkuak onamechmakayaj itlajsol trigo”."
es,%c3%89xodo,5,13,Y los capataces los presionaban diciendo: “Todos ustedes deben completar su trabajo cada día como cuando les daban paja”.
ncx,%c3%89xodo,5,14,"Noijki okinuitekej israelitas tlen okinpaleuiayaj. Akinmej okinnauatiayaj tlakeualmej, okintlalijkej nonmej tlakamej para makinyekanakan israelitas. Yejuan okintlajtlanijkej: “¿Tleka nion yala nion axkan onankinchijkej adobes ijkon ken onankichiuayaj?”."
es,%c3%89xodo,5,14,"Además, golpearon a los ayudantes israelitas, a quienes los capataces del faraón habían puesto a cargo de los israelitas. Y les preguntaron: “¿Por qué no han hecho ni ayer ni hoy la misma cantidad de ladrillos que antes?”."
ncx,%c3%89xodo,5,15,Ijkuakon israelitas tlen otlapaleuiayaj oyajkej okiluitoj faraón tlen okintoktijtokaj. Yejuan okiluijkej: “¿Tleka ijkon tikintoktia motlakeualuan?
es,%c3%89xodo,5,15,"Entonces, los ayudantes israelitas fueron a quejarse al faraón. Le dijeron: “¿Por qué tratas así a tus siervos?"
ncx,%c3%89xodo,5,16,Tejuan timotlakeualuan amo techmakaj itlajsol trigo pero techiluijtokej: ‘¡Xikinchiuakan adobes!’. Noijki techuitekij pero nochi tlen panotok itlajtlakol moaltepe”.
es,%c3%89xodo,5,16,"No nos dan paja a nosotros, tus siervos, pero siguen diciéndonos: ‘¡Hagan ladrillos!’. Y nos están golpeando, cuando la culpa es de tu propio pueblo”."
ncx,%c3%89xodo,5,17,Pero ye okinmilui: “¡Tlatsijkej! ¡Namejuan nantlatsijkej! Ikinon nankijtouaj: ‘Tiknekij tiaskej. Tiknekij tikinchichinoskej yolkamej para Jehová’.
es,%c3%89xodo,5,17,Pero él les contestó: “¡Holgazanes! ¡Ustedes son unos holgazanes! Por eso dicen: ‘Queremos irnos. Queremos hacerle sacrificios a Jehová’.
ncx,%c3%89xodo,5,18,¡Xitekipanotij! Amo namechmakaskej itlajsol trigo pero nankinchiuaskej miakej adobes ijkon ken achto onamechintlajtlaniliayaj”.
es,%c3%89xodo,5,18,"¡Váyanse y pónganse a trabajar! No recibirán paja, pero deberán hacer la misma cantidad de ladrillos”."
ncx,%c3%89xodo,5,19,"Ikinon israelitas tlen otlapaleuiayaj, omotekipachojkej porque okinnauatijkej: “Moneki nankinchiuaskej miakej adobes ijkon ken achto onankinchiuayaj”."
es,%c3%89xodo,5,19,"Así que los ayudantes israelitas se vieron en un gran aprieto, porque les habían ordenado: “No pueden reducir la cantidad diaria de ladrillos”."
ncx,%c3%89xodo,5,20,Moisés uan Aarón omochixtokaj makisakan akinmej okitatoj faraón porque inuan monechikoskiaj.
es,%c3%89xodo,5,20,"Después de eso se reunieron con Moisés y Aarón, que estaban esperando a que ellos salieran de donde estaba el faraón."
ncx,%c3%89xodo,5,21,"San niman okinmiluijkej Moisés uan Aarón: “Jehová makita tlen nankichijtokej uan manamechixkomaka, porque onankichijkej faraón uan akinmej kipaleuiaj matechkokolikan uan onankinkitskiltijkej se espada para matechmiktikan”."
es,%c3%89xodo,5,21,"Enseguida les dijeron a Moisés y a Aarón: “Que Jehová vea sus actos y los juzgue, porque ustedes han hecho que el faraón y sus siervos nos odien y les han puesto una espada en las manos para matarnos”."
ncx,%c3%89xodo,5,22,"Moisés okitlatlaujti Jehová uan okilui: “Jehová, ¿tleka tiktlajyouiltia nin altepetl? ¿Tleka otechualtitlanki?"
es,%c3%89xodo,5,22,"Entonces Moisés se dirigió a Jehová y le dijo: “Jehová, ¿por qué haces sufrir a este pueblo? ¿Por qué me has enviado?"
ncx,%c3%89xodo,5,23,"Ijkuak onia ixpan faraón para mopatka iuan nimotlapouis, ye okachi opejki kintlajyouiltia israelitas uan te amitlaj tikchijtok para tikmakixtis moaltepe”."
es,%c3%89xodo,5,23,"Desde que me presenté ante el faraón para hablar en tu nombre, él ha tratado peor a este pueblo, y tú no has hecho nada para liberar a tu pueblo”."
ncx,%c3%89xodo,6,1,Ikinon Jehová okilui Moisés: “Axkan tikitas tlen niktoktis faraón. Ika nochikaualis nikchiualtis manamechkauili xiuiaj uan ijkuak kitas nochikaualis ye namechkauilis xikkajteuakan itlal”.
es,%c3%89xodo,6,1,"Así que Jehová le contestó a Moisés: “Ahora verás lo que le haré al faraón. Una mano poderosa lo obligará a dejarlos salir, y una mano poderosa lo obligará a expulsarlos de su tierra”."
ncx,%c3%89xodo,6,2,Ijkuakon toTajtsin Dios okilui Moisés: “Ne niJehová.
es,%c3%89xodo,6,2,Entonces Dios le dijo a Moisés: “Yo soy Jehová.
ncx,%c3%89xodo,6,3,"Ne onikmonextili Abrahán, Isaac uan Jacob ken Dios tlen kipia nochi chikaualis. Pero notoka, Jehová, amo onikinyekmatilti."
es,%c3%89xodo,6,3,"Yo me aparecía a Abrahán, Isaac y Jacob como el Dios Todopoderoso, pero con respecto a mi nombre, Jehová, no me di a conocer a ellos."
ncx,%c3%89xodo,6,4,"Noijki inuan onikchi se acuerdo para nikinmakas tlali Canaán, tlali kanin ochantikej maski amo okatka inmialtepe."
es,%c3%89xodo,6,4,"También establecí mi pacto con ellos para darles la tierra de Canaán, la tierra en la que vivieron como extranjeros."
ncx,%c3%89xodo,6,5,"Ne yonikinkak israelitas moyolkokouaj, egipcios yokichijkej mayetokan tlakeualmej uan nikilnamiki noacuerdo”."
es,%c3%89xodo,6,5,"Yo mismo he oído los lamentos del pueblo de Israel, al que los egipcios han esclavizado, y recuerdo mi pacto."
ncx,%c3%89xodo,6,6,"“Ikinon xikinmilui israelitas: ‘Ne niJehová, ne namechmakixtis inmak egipcios tlen chikauak namechtekipanoltiaj uan ayakmo nanyetoskej intlakeualuan. Namechmakixtis ika nochikaualis uan fiero nikintlajyouiltis egipcios."
es,%c3%89xodo,6,6,"”Por lo tanto, diles a los israelitas: ‘Yo soy Jehová, y los libraré de las pesadas cargas que les imponen los egipcios y de la esclavitud a la que los someten. Los rescataré con brazo poderoso y con grandes castigos."
ncx,%c3%89xodo,6,7,"Ne namechselis uan nanyetoskej noaltepe uan ne niyetos namoDios. Namejuan melauak nankimatiskej ne Jehová namoDios, akin namechmakixtijtok inmak egipcios tlen chikauak namechtekipanoltiaj."
es,%c3%89xodo,6,7,"Y los recibiré como mi pueblo y seré su Dios. Ustedes de veras sabrán que yo soy Jehová su Dios, aquel que los está librando de las pesadas cargas de Egipto."
ncx,%c3%89xodo,6,8,"Namechuikas itech tlali tlen onikijto nikinmakas Abrahán, Isaac uan Jacob. Namechmakas non tlali para mayeto namoaxka. Ne niJehováʼ”."
es,%c3%89xodo,6,8,"Los llevaré a la tierra que juré darles a Abrahán, Isaac y Jacob, y se la daré a ustedes en propiedad. Yo soy Jehová’”."
ncx,%c3%89xodo,6,9,"Satepan Moisés ijkon okinmiluito israelitas, pero yejuan amo okineltokilijkej porque omoyolkokouayaj uan otlajyouiayaj porque chikauak okintekipanoltiayaj."
es,%c3%89xodo,6,9,"Más tarde, Moisés les dio este mensaje a los israelitas, pero ellos no le hicieron caso a Moisés porque estaban desanimados y sufrían una dura esclavitud."
